group,team,position,scout_seeds,selection_reference_hits,selection_reference_probability,holdout_reference_hits,holdout_reference_probability,plain_mean,plain_seed_sd,pooled_mean,pooled_seed_sd,matched_3_mean,matched_3_seed_sd,shrink_5_mean,shrink_5_seed_sd,hybrid_10_reconciled_mean,hybrid_10_reconciled_seed_sd
16498,4,1,20,3,6e-07,2,4e-07,5.000000000000001e-07,2.23606797749979e-06,2.448907127034866e-06,2.1627452597804803e-07,3.8969140152993133e-07,1.9858468456580763e-07,1.2651464067572248e-06,1.3232971713292666e-06,3.8881670101622863e-07,1.9897512156784706e-07
16498,4,2,20,509,0.0001018,555,0.000111,0.0001105,2.9642608025042527e-05,0.0004468671817867355,7.158365887329504e-06,0.00011105167464096118,5.381642708884489e-06,0.00015645649509935972,2.987451505069678e-05,0.00013958944487484255,4.007212979813542e-05
16498,4,3,20,149254,0.0298508,149615,0.029923,0.029795,0.0004228039236983698,0.03290177195388609,0.00011092284323850232,0.030093630838234558,0.00012555051600533228,0.0298120204000946,0.00037539478353853405,0.029828096572800233,0.00034997633369010533
16498,4,4,20,321539,0.0643078,323874,0.0647748,0.06439249999999999,0.0007536987741168643,0.07214175155893371,0.0001527147459309689,0.06604474916694314,0.0002518962280422601,0.0644743893330757,0.0006694271975508827,0.06447594609452577,0.0006149091066139393
16498,4,5,20,544060,0.108812,544182,0.1088364,0.1086525,0.0010489738093163155,0.11591318911697537,0.0001625875287769099,0.11131101885489543,0.00033960196376483934,0.10878190164844555,0.0008608356154798028,0.10877585369968294,0.0009092392161406146
16498,4,6,20,825415,0.165083,824949,0.1649898,0.1648175,0.0009561869174239038,0.1540855840571785,0.00022350434666652225,0.16189085133584263,0.00046328081308356515,0.16490526290149712,0.0009665533993165198,0.16492375024939981,0.0008951178215718176
16498,4,7,20,977561,0.1955122,978322,0.1956644,0.195839,0.0012805874474343087,0.1667752768223656,0.0002169822523854825,0.18077239302166848,0.0005456654193253077,0.19579205767412283,0.0012041623047428895,0.1957560070391181,0.001100101569126069
16498,4,8,20,760166,0.1520332,758889,0.1517778,0.1520605,0.0014041347776065519,0.1478088142058688,0.0001535729612599563,0.1507371486433828,0.0005244246243788075,0.15200319509557142,0.0012380603776703648,0.15193255228588728,0.0012403173706648503
16498,4,9,20,535371,0.1070742,534354,0.1068708,0.1070335,0.001003369454965565,0.11356154717487969,0.0001056225481763453,0.11184859607045661,0.0003675905978851996,0.10702487022006653,0.0010311018918730598,0.1070188175599569,0.0009867511138721386
16498,4,10,20,358011,0.0716022,358687,0.0717374,0.0717545,0.00083977738278164,0.07929807795243751,0.00012811890648401915,0.07694264944617793,0.00023463066771947183,0.07171111626811862,0.0006577346003378459,0.07173975420044096,0.0006713450710529048
16498,4,11,20,230445,0.046089,229912,0.0459824,0.046235,0.0007072444675231509,0.051542498221294565,0.00010727823690699897,0.04945495917197275,0.00016343487383179897,0.046160869975621646,0.0005247752590256568,0.046191602339290413,0.0005312801980998558
16498,4,12,20,140702,0.0281404,139749,0.0279498,0.0280285,0.000532168107590865,0.031432606898376396,5.90361952715228e-05,0.029546516402924456,0.00010170474678110694,0.027965366491902545,0.00046479386490313833,0.027986519980578876,0.0004447611815602119
16498,4,13,20,81840,0.016368,81931,0.0163862,0.016332,0.00032373803574722875,0.01797514180806007,4.0987559811504314e-05,0.016667458002241,6.682155520865721e-05,0.01628446209062022,0.0002657964283725427,0.01629669937649276,0.0002795796373040153
16498,4,14,20,44392,0.0088784,44091,0.0088182,0.008809500000000001,0.00026980451012577713,0.009454417572665783,2.2744176439337696e-05,0.008650044980632517,2.9170056574992802e-05,0.008782573222465626,0.00023560962551471876,0.00878651307836322,0.00023057251964103136
16498,4,15,20,20831,0.0041662,20793,0.0041586,0.0041235,0.00017181002360318302,0.004409909324022546,1.544616189141675e-05,0.003972286271625,2.8873605544377353e-05,0.004118224691782792,0.00014975613169556057,0.004119765108234206,0.00015257516610151547
16498,4,16,20,7736,0.0015472,7989,0.0015978,0.001572,0.00013189309865828543,0.0017039307385441783,8.29532388637027e-06,0.0015016805371806702,1.1831862658370499e-05,0.0015713943893747625,0.00011431011516214514,0.0015719245845347088,0.00011426958628565808
16498,4,17,20,1963,0.0003926,1902,0.0003804,0.0003985,4.7492381660530286e-05,0.0004763860699225111,3.778984676025753e-06,0.0004015113237122919,6.091973086227717e-06,0.0004039217461497393,3.829080698631681e-05,0.0004041164164582191,3.82108083425467e-05
16498,4,18,20,199,3.98e-05,204,4.08e-05,4.4500000000000004e-05,1.79105966869954e-05,6.872705016132644e-05,8.381521582670755e-07,5.243790577123792e-05,9.245144854409525e-07,4.9837758671920904e-05,1.2883867006241627e-05,5.2499843272051884e-05,9.434709652261537e-07
16498,4,19,20,3,6e-07,0,0,5.000000000000001e-07,2.23606797749979e-06,1.0527430536515823e-06,6.69463523800823e-08,6.265093568990987e-07,5.8851317454451395e-08,8.139845427121518e-07,1.572455262180229e-06,6.259777641451641e-07,5.888628250358992e-08
16498,4,20,20,0,0,0,0,0.0,0.0,6.424601023530252e-10,6.139431813745401e-10,1.5093930654441636e-10,3.095145169247479e-10,4.663697669219618e-10,3.688815580544146e-10,1.50999785798919e-10,3.101275979218254e-10
16498,5,1,20,1119,0.0002238,1007,0.0002014,0.000203,3.5850567051229984e-05,0.0006751959664512312,1.636975967522481e-05,0.0002044417323044761,2.015605298693426e-05,0.00022128261341892354,3.5717302762585826e-05,0.00022066087328617064,3.5680859075404174e-05
16498,5,2,20,37589,0.0075178,37092,0.0074184,0.0074884999999999995,0.00026396321514061076,0.027126937070826796,0.00016143504971153114,0.006924272228807174,0.00013772362421699612,0.00761895786035679,0.00024487575461101834,0.007581583194832523,0.0002507617847284581
16498,5,3,20,1484897,0.2969794,1487736,0.2975472,0.2971835,0.0009638370412602225,0.26594352361355567,0.000438117553738038,0.29217152916019795,0.0006253388428206768,0.29701762505060597,0.0010669993993971565,0.297137544017653,0.0008625345774521744
16498,5,4,20,1406756,0.2813512,1404027,0.2808054,0.2812615,0.0011132279995344054,0.25096634332808704,0.00023493766071133967,0.26279152900002745,0.0003092218295834913,0.2812519089305212,0.0010960491923390466,0.28122058829057567,0.0010412161231853766
16498,5,5,20,1021175,0.204235,1021074,0.2042148,0.20427750000000003,0.0013092499861813225,0.19920104215167406,0.00024059801674090593,0.20429136279989862,0.0004513280797582679,0.2043735520052516,0.001362351680589211,0.20433209034604838,0.0013299741226177153
16498,5,6,20,590131,0.1180262,589261,0.1178522,0.11795850000000001,0.0010065641140977921,0.13403968835762536,0.00026021869968548777,0.12784702982954763,0.0003650039482535135,0.11795297903064979,0.0008831896687162629,0.11794928239406346,0.0008343595401393
16498,5,7,20,281587,0.0563174,282956,0.0565912,0.056264499999999995,0.0007247320739055015,0.07240616246253193,0.00016005760532213724,0.06386951998445146,0.00025884604718288794,0.056198869108205526,0.0006251593032081099,0.0561807368006572,0.0006316410190905306
16498,5,8,20,115285,0.023057,115032,0.0230064,0.0230485,0.0005352842333997106,0.03198260158147114,7.996238467190452e-05,0.026847079411872206,0.00015056387418064347,0.02302184171098489,0.0005261163066462053,0.02300750543148328,0.0005091861808551458
16498,5,9,20,42616,0.0085232,42682,0.0085364,0.0085165,0.0003563155756821251,0.012167677991517733,3.5996663745130844e-05,0.010282476842100877,8.011919544104942e-05,0.00851328011428833,0.0002947234785854029,0.008511831134301373,0.0003012146397931535
16498,5,10,20,13861,0.0027722,14146,0.0028292,0.0027984999999999998,0.000165410971442901,0.004033905655926794,1.867275674089362e-05,0.0034875160517024704,4.4641225211104006e-05,0.0028083319635424766,0.00013368603671104758,0.0028090037022367336,0.00013273245680185366
16498,5,11,20,3940,0.000788,3933,0.0007866,0.0007939999999999999,8.022337236544105e-05,0.0011438958423802953,8.675327081392121e-06,0.001008239873345896,1.7600954603200528e-05,0.0008073110578472488,6.831012423644519e-05,0.0008076668620899848,6.750095147328791e-05
16498,5,12,20,881,0.0001762,904,0.0001808,0.000176,5.009464726106499e-05,0.00026284195066801115,1.889503052593473e-06,0.00023144930189273618,5.686360485888618e-06,0.00018197005683949608,4.465343719096108e-05,0.00019859870589103616,3.832198945716819e-05
16498,5,13,20,152,3.04e-05,137,2.74e-05,2.8500000000000005e-05,1.9808291724745767e-05,4.488381985928841e-05,6.483914304946317e-07,3.9010059362099066e-05,1.247334806083836e-06,3.033509576198743e-05,1.6595873039878136e-05,3.903357964171921e-05,1.25832225616963e-06
16498,5,14,20,11,2.2e-06,13,2.6e-06,1.0000000000000002e-06,3.0779350562554625e-06,4.980089008029183e-06,1.837520227564402e-07,4.2837077203566985e-06,4.541354938689731e-07,1.6550574782355158e-06,1.5376420122258826e-06,4.2852204625741265e-06,4.555923528048874e-07
16498,5,15,20,0,0,0,0,0.0,0.0,3.119290595367016e-07,3.6657087746431704e-08,2.535065369962961e-07,7.312979089573508e-08,9.71155930094769e-08,1.5841519817836998e-08,2.535394761644387e-07,7.29158850875937e-08
16498,5,16,20,0,0,0,0,0.0,0.0,8.122324204746216e-09,3.643649798142547e-09,6.320318979256005e-09,4.469696504448316e-09,3.199927132747803e-09,1.3805466893783776e-09,6.32129861090699e-09,4.468428136567669e-09
16498,5,17,20,0,0,0,0,0.0,0.0,6.703339470706974e-11,2.063244382350454e-10,1.8991315120066407e-10,8.238072695486962e-10,2.8727859292661566e-11,8.977424308696971e-11,1.8978976908188622e-10,8.233459210016036e-10
16498,5,18,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16498,5,19,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16498,5,20,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16498,6,1,20,0,0,0,0,0.0,0.0,3.935239490322293e-08,8.17749791094204e-09,6.387961088285407e-09,7.201576972537906e-09,3.3286896596373166e-08,6.6189778621596865e-09,6.374788915104019e-09,7.195232044241791e-09
16498,6,2,20,34,6.8e-06,40,8e-06,6.5000000000000004e-06,5.871429486123998e-06,1.6698169537245315e-05,4.5649408593226064e-07,4.7928604680716374e-06,6.281322496680301e-07,1.2618913566601847e-05,5.032030893854421e-06,4.768319097929612e-06,6.201995206819452e-07
16498,6,3,20,15350,0.00307,15459,0.0030918,0.003038,0.00014919432753433045,0.003917196059548807,2.055720067456991e-05,0.003517337600925438,3.9543417508457715e-05,0.0030705862257804336,0.00013963204673438556,0.0030714450245105476,0.00013820635137937182
16498,6,4,20,49197,0.0098394,49333,0.0098666,0.009847999999999999,0.000311644196581868,0.01318941146483733,4.4218751080960355e-05,0.01147384814924954,6.763022407401129e-05,0.009905951274386444,0.00029800544730968604,0.009903724265723616,0.00029408973812924754
16498,6,5,20,121260,0.024252,121247,0.0242494,0.024394,0.00036320792942886015,0.03101146374539072,6.635740113231443e-05,0.027247691768657756,0.0001337629940076228,0.024409098724681562,0.0003570744750736778,0.024401544273189642,0.0003480326623006996
16498,6,6,20,263958,0.0527916,262940,0.052588,0.052761499999999996,0.0006321165365575189,0.06009574236321409,0.00011125876540924709,0.05646676417259248,0.0002211426456921878,0.052690648129735826,0.0005175323668795853,0.05268358967628354,0.0005007437735652084
16498,6,7,20,460634,0.0921268,460962,0.0921924,0.092009,0.0009249688472705731,0.09508783821174904,0.00016117648215991726,0.0961222379576594,0.00028810839732394526,0.09202008462666691,0.0008458023791879799,0.09198100981242126,0.0008651227629276046
16498,6,8,20,626809,0.1253618,626905,0.125381,0.1256135,0.0010070555046638118,0.12110001098425267,0.0001421959202086919,0.1278575301103017,0.00029315899281524436,0.12569695101848638,0.0009717607393122007,0.12560751971236123,0.000947496581536763
16498,6,9,20,683565,0.136713,683250,0.13665,0.136536,0.001101264345148221,0.1307633195556771,9.529843852638653e-05,0.13750425367061028,0.0001991349163009245,0.13649087419131184,0.0008995355845321582,0.1364499331666204,0.0008609720464692129
16498,6,10,20,664874,0.1329748,664258,0.1328516,0.133224,0.0011295429909574286,0.1266318119238083,0.00013014771315273896,0.13133528559928823,0.00018897652396078152,0.13308847164892373,0.0010209751819479852,0.13310873242194093,0.0010220981050762744
16498,6,11,20,599501,0.1199002,598685,0.119737,0.1196865,0.0010705594946470516,0.11360095674403174,0.00016883996288555701,0.11542234543429915,0.0003931586769559999,0.11956187036992356,0.0010026529778746679,0.1196113867018123,0.0009323741542713573
16498,6,12,20,494079,0.0988158,495344,0.0990688,0.098644,0.0008339468618689409,0.09579225094266877,0.00014586698182764843,0.0946327007724853,0.0002180749967326478,0.09855477492588335,0.0007171430888936331,0.09860656774962037,0.0007633924485317505
16498,6,13,20,383887,0.0767774,383661,0.0767322,0.07709350000000001,0.0009998961788211065,0.07622721264230473,0.00010532506382189217,0.07392373017741585,0.00019808782665663434,0.07700980209492034,0.0009045761517644278,0.07704753794858271,0.0008860028513077724
16498,6,14,20,279942,0.0559884,280639,0.0561278,0.0560265,0.0005852059916231027,0.05682226919161487,8.022684447112703e-05,0.05425944570094249,0.0001440685386035398,0.05600524707575063,0.0005661971205587678,0.056017385018581466,0.0005579747843759743
16498,6,15,20,187650,0.03753,187156,0.0374312,0.037323,0.0005659840057252874,0.03875550469151691,7.028557935019219e-05,0.036559187232401244,0.00014320390897852798,0.03741136663164627,0.0005900438683681178,0.03741521640334437,0.0005861462271993922
16498,6,16,20,108545,0.021709,109459,0.0218918,0.021734,0.0004355202575504859,0.023076528841018525,5.8548993178169964e-05,0.021460925246504326,9.745289840653309e-05,0.021868662004838536,0.0004058516409017744,0.02187067431419159,0.0003995138830609377
16498,6,17,20,49060,0.009812,49085,0.009817,0.009757499999999999,0.000366776498701866,0.010791393283028868,4.115397309934572e-05,0.009685979129576479,7.239697701702039e-05,0.009842855876648054,0.0002710819459026945,0.009845444965320898,0.00027058637221220324
16498,6,18,20,11393,0.0022786,11285,0.002257,0.0022465,0.00017756466575959243,0.002981957650590257,1.4187352561074952e-05,0.002446503453234227,1.621724923261324e-05,0.002293148101036798,0.00014584384617675488,0.002295333418223614,0.0001469770936943699
16498,6,19,20,262,5.24e-05,292,5.84e-05,5.8e-05,1.908430051942668e-05,0.00013798562880888387,2.5987171603839386e-06,7.931638284784762e-05,2.7485621071096307e-06,6.687082684292845e-05,1.698188698842161e-05,7.922621385827265e-05,2.673935632768978e-06
16498,6,20,20,0,0,0,0,0.0,0.0,4.0855400618838406e-07,9.43124956452336e-08,1.1819257908479926e-07,5.1968245746166194e-08,8.405207319242486e-08,1.6626223051306332e-08,1.1808612297357837e-07,5.191977994883832e-08
16498,7,1,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16498,7,2,20,1,2e-07,0,0,0.0,0.0,7.284019856893894e-07,1.1753371395242254e-07,3.060594760162768e-07,2.2296785900369598e-07,9.534456176306184e-08,1.5582650346501282e-08,3.0475791364769326e-07,2.2295593636437386e-07
16498,7,3,20,5973,0.0011946,5777,0.0011554,0.001162,9.099450532861862e-05,0.0016893723099807218,1.3207843696781388e-05,0.0014616937728133116,2.4640922082543235e-05,0.0011732541791135344,8.933910931073308e-05,0.001173501026466855,8.792906109991833e-05
16498,7,4,20,29034,0.0058068,29074,0.0058148,0.0058185,0.00024279675277460918,0.008033145656168538,3.515707117863735e-05,0.00678974408269039,5.4770024328651357e-05,0.005811933343360237,0.00021174406327960363,0.005810680591288252,0.00021285463685942143
16498,7,5,20,91388,0.0182776,91515,0.018303,0.018381500000000002,0.0004706688969183278,0.023217745861008037,6.034139538400104e-05,0.019932237713395886,0.00011253820002638836,0.018308288412204863,0.0004502564690447392,0.018302553719380603,0.0004501775730349537
16498,7,6,20,228639,0.0457278,229027,0.0458054,0.0457515,0.0005591466712768664,0.05143968112005985,0.00010419813079191416,0.04756722017781859,0.00020762425942362617,0.045668137216413655,0.0004961472248531834,0.04566177067816757,0.0004991473651655602
